,IDADE,RENDA_TITULAR,CLASS,ESTADO_CIVIL_CO,ESTADO_CIVIL_SE,ESTADO_CIVIL_SO,ESTADO_CIVIL_VI,CATEGORIAL_PROFISSAO_APOSENTADO,CATEGORIAL_PROFISSAO_ASSALARIADO,CATEGORIAL_PROFISSAO_AUT+NOMO,CATEGORIAL_PROFISSAO_LIBERAL,TIPO_RESIDENCIA_FA,TIPO_RESIDENCIA_FI,TIPO_RESIDENCIA_OU,TIPO_RESIDENCIA_PR,TIPO_RESIDENCIA_SM
482,66,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
484,42,1000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
485,34,1173.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
488,62,937.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
490,52,2500.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
491,42,3000.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
492,24,800.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
493,59,1487.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
495,35,3767.98,1,0,0,1,0,0,1,0,0,0,0,0,0,0
496,24,1700.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
497,40,2000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
498,64,1255.16,1,0,0,0,1,1,0,0,0,0,0,0,1,0
499,35,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
500,28,1244.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
501,39,1416.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
505,48,2500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
506,48,1000.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
508,42,1176.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
509,68,2737.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
512,67,2800.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
515,53,681.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
516,33,1210.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
519,56,1230.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
520,64,2216.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
522,52,3000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
523,34,2593.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
524,22,1321.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
525,25,1117.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
526,23,1000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
528,21,845.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
530,27,1500.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
531,55,1523.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
532,35,2000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
533,30,1500.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
534,28,937.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
536,31,1288.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
539,22,1035.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
540,39,1400.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
541,28,2200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
542,21,1500.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
543,35,1139.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
544,21,2500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
546,28,1598.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
548,50,880.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
549,24,1547.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
550,37,1900.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
551,41,5614.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
552,21,1229.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
553,39,1613.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
555,25,1450.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
556,24,1250.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
557,42,880.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
558,23,880.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
559,65,880.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
561,30,2000.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
562,27,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
563,45,2000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
564,22,1260.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
566,37,1800.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
567,21,1887.02,1,0,0,1,0,0,1,0,0,0,0,1,0,0
568,63,1318.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
570,55,1200.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
573,60,672.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
574,57,500.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
575,54,1126.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
576,27,1050.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
577,56,1342.4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
578,31,1200.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
579,33,2800.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
580,55,937.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
581,33,1000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
584,45,1150.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
585,26,1654.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
586,23,1139.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
587,34,900.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
588,33,1311.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
589,31,1069.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
590,55,724.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
591,61,802.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
593,67,597.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
594,62,937.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
596,49,1700.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
597,29,3942.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
602,26,1550.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
603,43,1061.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
605,66,1500.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
606,26,1061.68,1,0,1,0,0,0,1,0,0,0,0,1,0,0
607,20,2700.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
608,55,2124.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
609,32,1490.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
610,39,981.85,1,0,0,1,0,0,1,0,0,0,0,0,1,0
611,36,1400.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
612,33,1720.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
613,26,1200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
616,31,2800.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
617,25,1067.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
618,56,1870.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
619,22,1900.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
620,40,1225.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
621,69,950.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
622,40,2800.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
623,24,2000.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
625,37,3500.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
627,21,1261.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
628,35,1700.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
630,45,2000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
632,75,1750.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
633,46,937.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
634,25,2500.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
635,61,950.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
636,33,3000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
637,35,3012.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
638,54,2068.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
641,55,1700.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
642,26,1100.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
643,67,937.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
645,33,1500.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
647,29,1000.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
648,21,1600.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
649,23,700.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
650,49,2800.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
651,50,1008.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
652,29,1200.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
654,45,1400.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
655,41,1300.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
656,32,1308.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
657,37,6095.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
660,41,4500.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
661,45,1450.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
662,21,890.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
663,38,1200.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
664,20,850.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
665,20,800.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
667,59,1500.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
668,56,3731.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
669,61,1577.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
670,67,937.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
672,51,2851.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
674,25,1294.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
675,28,1054.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
676,38,1500.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
677,63,2000.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
678,22,799.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
679,31,1211.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
681,39,2200.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
682,32,1800.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
683,25,2800.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
684,33,1500.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
685,75,10000.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
686,20,811.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
687,38,1500.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
688,31,1033.58,1,0,0,0,0,0,1,0,0,1,0,0,0,0
689,52,2999.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
690,32,1123.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
691,66,937.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
692,33,1479.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
693,24,1500.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
694,20,1150.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
695,43,1700.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
697,56,937.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
699,59,1094.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
701,56,2500.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
702,52,1500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
703,30,1100.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
704,29,980.24,1,0,0,1,0,0,1,0,0,0,0,0,0,0
706,52,1283.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
707,26,5000.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
708,26,1100.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
709,51,1100.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
711,77,937.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
713,51,1536.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
714,49,2200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
715,63,2500.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
716,46,1100.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
717,59,800.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
718,21,1059.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
719,22,2694.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
720,65,937.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
721,20,1100.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
722,21,1158.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
723,29,1216.18,1,0,0,1,0,0,1,0,0,0,0,0,0,0
724,56,1490.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
725,35,935.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
726,33,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
729,32,2500.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
730,48,3000.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
731,23,1052.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
732,42,800.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
733,46,1200.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
736,53,2500.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
737,23,1000.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
739,36,2300.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
740,35,1500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
741,25,945.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
742,49,3517.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
743,54,1655.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
744,47,600.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
746,29,2542.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
747,60,937.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
754,63,2052.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
755,30,1250.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
757,21,1100.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
758,34,1800.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
760,52,1361.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
761,55,960.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
762,28,2000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
764,52,1800.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
766,23,1203.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
769,49,1206.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
770,23,1300.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
771,65,936.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
772,22,1491.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
773,64,2437.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
775,55,7000.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
776,54,2257.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
778,20,1200.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
779,58,668.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
782,54,1200.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
783,24,890.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
785,38,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
786,36,1200.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
787,42,1600.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
789,78,948.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
790,38,1800.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
791,63,1200.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
793,31,1047.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
794,64,2835.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
796,74,1250.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
798,53,1500.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
799,38,1305.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
800,61,937.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
801,35,2500.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
804,46,638.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
805,32,5787.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
806,44,1600.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
807,54,1700.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
808,79,990.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
810,21,1149.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
812,23,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
813,45,10000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
816,48,2400.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
817,32,1104.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
818,41,2300.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
822,59,2000.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
823,64,2250.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
824,40,1800.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
825,26,2000.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
828,27,2000.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
829,62,937.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
830,27,1100.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
831,36,917.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
832,43,1090.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
833,61,1200.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
834,23,1715.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
836,58,7500.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
837,39,1023.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
838,46,1500.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
839,37,2500.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
840,24,1890.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
841,38,1490.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
842,25,600.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
843,40,600.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
844,36,1878.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
845,39,1400.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
847,20,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
848,46,1435.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
849,30,1300.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
852,34,1937.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
854,47,2000.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
856,32,1900.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
858,54,1561.67,1,0,0,0,0,1,0,0,0,0,0,1,0,0
859,24,1500.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
861,38,1975.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
862,76,1388.96,1,0,1,0,0,1,0,0,0,0,0,0,1,0
863,55,1380.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
864,43,1000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
865,45,2248.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
866,21,937.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
867,61,4366.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
868,23,1100.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
870,59,1350.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
872,22,1586.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
873,41,3375.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
874,27,2255.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
875,65,1517.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
877,38,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
878,24,700.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
879,45,1400.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
880,55,3500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
881,31,1800.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
882,63,1800.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
884,64,1300.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
885,55,2240.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
887,63,1200.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
889,36,1596.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
890,66,973.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
891,61,1700.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
892,53,1000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
893,39,1300.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
894,46,2500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
895,39,2474.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
897,55,600.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
899,43,400.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
900,53,2024.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
903,51,1300.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
904,29,1473.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
906,32,1371.54,1,0,0,1,0,0,1,0,0,0,0,1,0,0
907,42,3000.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
908,42,1000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
910,50,2500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
911,41,1100.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
912,28,1183.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
913,49,1490.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
914,51,2097.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
915,54,2000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
916,37,2120.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
917,51,1200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
918,33,2100.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
919,48,2000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
921,51,1500.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
922,31,1172.08,1,0,0,1,0,0,1,0,0,0,0,0,0,0
924,62,2000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
926,47,3500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
927,47,1141.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
928,38,1641.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
930,43,1800.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
931,31,1800.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
933,60,1300.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
934,28,1300.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
935,49,3000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
937,50,3206.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
940,32,2446.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
941,54,1500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
942,73,1100.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
943,46,2000.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
944,37,1235.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
947,24,800.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
948,39,3000.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
950,43,4300.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
951,55,1105.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
952,46,937.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
953,40,1474.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
954,59,937.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
955,46,1000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
956,39,1100.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
957,34,1375.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
960,33,1100.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
961,41,1200.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
963,25,1128.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
964,25,1000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
965,67,1300.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
967,60,2500.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
968,24,1500.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
969,26,1525.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
970,35,957.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
971,27,1201.69,1,0,0,1,0,0,1,0,0,0,0,0,0,0
972,52,1103.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
973,70,2026.83,1,0,1,0,0,1,0,0,0,0,0,0,0,0
974,56,2860.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
975,54,801.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
977,27,1700.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
978,37,1073.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
979,75,937.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
982,26,1000.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
983,29,2156.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
984,40,1900.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
985,29,1800.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
986,62,937.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
987,23,1149.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
988,45,1093.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
989,32,1500.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
990,51,1500.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
